ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,sc-35f5f4fb-3 (2),ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5),ipc-link href (6),ipc-link (6)
https://www.imdb.com/title/tt11145118/?ref_=ls_i_50,https://www.imdb.com/title/tt11145118/?ref_=ls_t_50,50. Creed III,2023,1h 56m,PG-13,73,Metascore,6.7,(107K),"Adonis has been thriving in both his career and family life, but when a childhood friend and former boxing prodigy resurfaces, the face-off is more than just a fight.",Director,https://www.imdb.com/name/nm0430107/?ref_=ls_li_1_1,Michael B. Jordan,Stars,https://www.imdb.com/name/nm0430107/?ref_=ls_li_2_1,Michael B. Jordan,https://www.imdb.com/name/nm1935086/?ref_=ls_li_2_2,Tessa Thompson,https://www.imdb.com/name/nm3718007/?ref_=ls_li_2_3,Jonathan Majors,"This is honestly better than Creed 2 but yeah Rocky’s presence is missing here. At home big chilling on the couch was fun but little things here and there could have made this better. Rocky sure but aside of that I would have like more boxing scenes and bring out more of this Shakespearean betray that is being presented here that I was pumped to see. Whithin the first act the actual set up between these two is well made and well done that Michael B. Jordan did the impossible. The second act dropped the ball that it dived into unbelievability to the point that it was hard to get it to route for anyone in the third act. However the reason why it is here is because of the last fight. It did stick the landing and even tho the second half dropped the ball doesn’t mean that third act with the music and montage didn’t get my fist pumping into the air and got me back into this story. So strong first act, shaking second act, and then boom a slam dunk third act.

8/10",,,,
https://www.imdb.com/title/tt15679400/?ref_=ls_i_51,https://www.imdb.com/title/tt15679400/?ref_=ls_t_51,51. Knock at the Cabin,2023,1h 40m,R,63,Metascore,6.1,(141K),"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.",Director,https://www.imdb.com/name/nm0796117/?ref_=ls_li_1_1,M. Night Shyamalan,Stars,https://www.imdb.com/name/nm1176985/?ref_=ls_li_2_1,Dave Bautista,https://www.imdb.com/name/nm2676147/?ref_=ls_li_2_2,Jonathan Groff,https://www.imdb.com/name/nm3198781/?ref_=ls_li_2_3,Ben Aldridge,"All this bull crap about M. Night makes bad movies so this in case is a bad movie. People say the ending should have been more ambiguous or whatever. To quote the greatest worst president of all time: Wrong! I love these types of thrillers that lay it all out. It makes no secret to what it is and I couldn’t be happier to see it play out. Which this is. A spot on great time filled with great camera techniques and brilliant performances. Ben Aldrich tho should be our new Superman.

8/10",,,,
https://www.imdb.com/title/tt15789472/?ref_=ls_i_52,https://www.imdb.com/title/tt15789472/?ref_=ls_t_52,52. Nowhere,2023,1h 49m,TV-MA,,,6.3,(49K),"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to her child while lost at sea, where she must fight to survive.",Director,https://www.imdb.com/name/nm3691012/?ref_=ls_li_1_1,Albert Pintó,Stars,https://www.imdb.com/name/nm1298582/?ref_=ls_li_2_1,Anna Castillo,https://www.imdb.com/name/nm0636991/?ref_=ls_li_2_2,Tamar Novas,https://www.imdb.com/name/nm2386577/?ref_=ls_li_2_3,Tony Corvillo,Full of suspense and terrifying situation after terrifying situation. A true nail biter to the very end. Like a more heightened version of Buried but now I can take notes in how to survive. Even Buried didn’t even have a glimmer of hope. I knew from the beginning Deadpool already had one and a half foot in the grave. But home girl here didn’t give up and full on took the responsibility of a mother. No deeper meaning just human nature refusing to give up. It is tough has hell to sit through but damn is it worth it.,,,,
https://www.imdb.com/title/tt15268244/?ref_=ls_i_53,https://www.imdb.com/title/tt15268244/?ref_=ls_t_53,53. Joy Ride,2023,1h 35m,R,74,Metascore,6.4,(31K),"Follows four Asian American friends as they bond and discover the truth of what it means to know and love who you are, while they travel through China in search of one of their birth mothers.",Director,https://www.imdb.com/name/nm1004604/?ref_=ls_li_1_1,Adele Lim,Stars,https://www.imdb.com/name/nm3594940/?ref_=ls_li_2_1,Ashley Park,https://www.imdb.com/name/nm8781499/?ref_=ls_li_2_2,Sherry Cola,https://www.imdb.com/name/nm3513533/?ref_=ls_li_2_3,Stephanie Hsu,"If the performances were a little stronger when it really mattered then this would have been an all time classic but sadly when we need those moments to shine it is faltered by also the rush writing. It is a very funny and fresh experience that did get me in the feels. But rush feels like a perfect way to sum it up. And I’m so fucking sick of the breakup trope like cmon we are in 2023 are we really still doing that shit. But these four comedic performances are very much a fresh of breathe air. Again this script needed to be tighter and less rush. But whatever it still delivers.

8/10",,,,
https://www.imdb.com/title/tt2906216/?ref_=ls_i_54,https://www.imdb.com/title/tt2906216/?ref_=ls_t_54,54. Dungeons & Dragons: Honor Among Thieves,2023,2h 14m,PG-13,72,Metascore,7.2,(273K),"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",Directors,https://www.imdb.com/name/nm0197855/?ref_=ls_li_1_1,John Francis Daley,Stars,https://www.imdb.com/name/nm0326246/?ref_=ls_li_1_2,Jonathan Goldstein,https://www.imdb.com/name/nm1517976/?ref_=ls_li_2_1,Chris Pine,https://www.imdb.com/name/nm0735442/?ref_=ls_li_2_2,Michelle Rodriguez,"The best 7/10 movie I had seen in a long time. And I am glad to have this in my favorite movies of the year. If only it didn’t resort to not trusting its audience to just plunge us into this story without having this whole dead beat dad tries to rekindle his relationship with his child. It something that we have seen tiresome done over and over again it just sucks. It is a trope that I can confidently say that we are never going to get over with. Just think of something else besides that like holy crap it is not that hard for us to get invested in. But even with all that I still had a great time. I can’t wait to own this shit on blu ray and that is something I have said about a 7/10 in a long time.

7/10",https://www.imdb.com/name/nm2074546/?ref_=ls_li_2_3,Regé-Jean Page,,
https://www.imdb.com/title/tt14642626/?ref_=ls_i_55,https://www.imdb.com/title/tt14642626/?ref_=ls_t_55,55. Sick,2022,1h 23m,R,62,Metascore,6.0,(24K),"Due to the pandemic, Parker and her best friend decide to quarantine at the family lake house alone - or so they think.",Director,https://www.imdb.com/name/nm0404882/?ref_=ls_li_1_1,John Hyams,Stars,https://www.imdb.com/name/nm4594069/?ref_=ls_li_2_1,Gideon Adlon,https://www.imdb.com/name/nm12239665/?ref_=ls_li_2_2,Bethlehem Million,https://www.imdb.com/name/nm2876098/?ref_=ls_li_2_3,Dylan Sprayberry,"Horror films are still good. I know some may scoff at this movie but damn man this shit is just so damn fun. Slasher is my favorite type of sub genre in my horror films and here is the best you can get from. The characters aren’t groundbreaking but enough is there for me to not want to see them die. Which is something you want in your slasher film. Along with the kills being actual good and clever. I had a blast and can’t wait to see more horror films to be released this year.

7/10",,,,
https://www.imdb.com/title/tt9185206/?ref_=ls_i_56,https://www.imdb.com/title/tt9185206/?ref_=ls_t_56,"56. Are You There God? It's Me, Margaret.",2023,1h 46m,PG-13,84,Metascore,7.3,(38K),"Eleven-year-old Margaret moves from the city to the suburbs and starts to contemplate everything about life, friendship and adolescence. She relies on her mother, Barbara, who offers loving support, and her grandmother, Sylvia.",Director,https://www.imdb.com/name/nm2609807/?ref_=ls_li_1_1,Kelly Fremon Craig,Stars,https://www.imdb.com/name/nm5338858/?ref_=ls_li_2_1,Abby Ryder Fortson,https://www.imdb.com/name/nm1046097/?ref_=ls_li_2_2,Rachel McAdams,https://www.imdb.com/name/nm0000870/?ref_=ls_li_2_3,Kathy Bates,,,,,
https://www.imdb.com/title/tt14954534/?ref_=ls_i_57,https://www.imdb.com/title/tt14954534/?ref_=ls_t_57,57. Cassandro,2023,1h 47m,R,76,Metascore,6.5,(4.6K),"Follows the true story of Cassandro, the ''exotico'' character created by Saúl Armendáriz, gay amateur wrestler from El Paso who rose to international stardom.",Director,https://www.imdb.com/name/nm2141317/?ref_=ls_li_1_1,Roger Ross Williams,Stars,https://www.imdb.com/name/nm0305558/?ref_=ls_li_2_1,Gael García Bernal,https://www.imdb.com/name/nm4295500/?ref_=ls_li_2_2,Roberta Colindrez,https://www.imdb.com/name/nm0478971/?ref_=ls_li_2_3,Perla De La Rosa,,,,,
https://www.imdb.com/title/tt14781036/?ref_=ls_i_58,https://www.imdb.com/title/tt14781036/?ref_=ls_t_58,58. Inside,2023,1h 45m,R,53,Metascore,5.5,(24K),"Nemo, a high-end art thief, is trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and ingenuity to survive.",Director,https://www.imdb.com/name/nm8019520/?ref_=ls_li_1_1,Vasilis Katsoupis,Stars,https://www.imdb.com/name/nm0000353/?ref_=ls_li_2_1,Willem Dafoe,https://www.imdb.com/name/nm0078517/?ref_=ls_li_2_2,Gene Bervoets,https://www.imdb.com/name/nm5382557/?ref_=ls_li_2_3,Eliza Stuyck,,,,,
https://www.imdb.com/title/tt13405778/?ref_=ls_i_59,https://www.imdb.com/title/tt13405778/?ref_=ls_t_59,59. Insidious: The Red Door,2023,1h 47m,PG-13,45,Metascore,5.5,(63K),The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,Director,https://www.imdb.com/name/nm0933940/?ref_=ls_li_1_1,Patrick Wilson,Stars,https://www.imdb.com/name/nm1339223/?ref_=ls_li_2_1,Ty Simpkins,https://www.imdb.com/name/nm0933940/?ref_=ls_li_2_2,Patrick Wilson,https://www.imdb.com/name/nm0126284/?ref_=ls_li_2_3,Rose Byrne,,,,,
https://www.imdb.com/title/tt1001520/?ref_=ls_i_60,https://www.imdb.com/title/tt1001520/?ref_=ls_t_60,60. The Last Voyage of the Demeter,2023,1h 58m,R,52,Metascore,6.1,(70K),A crew sailing from Varna (Bulgaria) by the Black Sea to England find that they are carrying very dangerous cargo.,Director,https://www.imdb.com/name/nm0004217/?ref_=ls_li_1_1,André Øvredal,Stars,https://www.imdb.com/name/nm3659660/?ref_=ls_li_2_1,Corey Hawkins,https://www.imdb.com/name/nm4957233/?ref_=ls_li_2_2,Aisling Franciosi,https://www.imdb.com/name/nm0192377/?ref_=ls_li_2_3,Liam Cunningham,,,,,
https://www.imdb.com/title/tt12343534/?ref_=ls_i_61,https://www.imdb.com/title/tt12343534/?ref_=ls_t_61,61. Jujutsu Kaisen,2020–,TV-MA,TV Series,,,8.5,(205K),After Yuji Itadori swallows a cursed talisman - the finger of a demon - he becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,Stars,https://www.imdb.com/name/nm7121595/?ref_=ls_li_1_1,Jun'ya Enoki,,https://www.imdb.com/name/nm1361499/?ref_=ls_li_1_2,Adam McArthur,https://www.imdb.com/name/nm6793636/?ref_=ls_li_1_3,Yuma Uchida,,,"Season 2: it’s back baby. Along with these first 5 episodes centering around Gojo and his own crew then damn I love the direction that this season is going into. Maybe they should have gone the Oshi No Ko route and have the first episode be movie length but I don’t care because seeing Gojo front and center is a joy to be hold. Also Mappa is just flexing at this point because holy crap the animation has been level up to movie level. It is just awesome. Upon episode 1 is getting us back into this series so I can’t wait for the next 20 weeks to be along for this ride.

This would have been number one if for two reasons. The first being that Frieren is probably the best thing ever and plus the way MAPPA has treated its employees. But Gege wasn’t just cooking up a little snack in the kitchen no he is cooking up a whole feast and we were all here for it. Including myself who usually waits to binge stuff but week after week this shit was the highlight of my week. Did it let me down in certain areas. Of course, but overall JJK is turning anime storytelling on its head. And overall storytelling in general and that takes balls and much respect is given for doing so.",,,,
https://www.imdb.com/title/tt22248376/?ref_=ls_i_62,https://www.imdb.com/title/tt22248376/?ref_=ls_t_62,62. Frieren: Beyond Journey's End,2023–,TV-14,TV Series,,,8.9,(75K),Elf mage Frieren and her fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people around her?,Creators,https://www.imdb.com/name/nm15028176/?ref_=ls_li_1_1,Tsukasa Abe,Stars,https://www.imdb.com/name/nm15028175/?ref_=ls_li_1_2,Kanehito Yamada,https://www.imdb.com/name/nm6662487/?ref_=ls_li_2_1,Atsumi Tanezaki,https://www.imdb.com/name/nm9549868/?ref_=ls_li_2_2,Kana Ichinose,"This is better than most dramas out there and this is seriously a series that asks the big questions of aftermath of lost and victory. One I have been waiting to witness it is just so beautifully told that you know right off the bat this isn’t a series to take lightly. The best opening and the best end credits this year and to rank above some of the greatest of all time based off of pure emotion that can only come along pure enjoyment. In more ways than one. This isn’t an empty calorie opening or ending that you can just skip it is a further way to explore each emotional toll this can bring upon you. This might actually be the best anything I have seen this year.

10/10",https://www.imdb.com/name/nm7083517/?ref_=ls_li_2_3,Mallorie Rodak,,
https://www.imdb.com/title/tt26737616/?ref_=ls_i_63,https://www.imdb.com/title/tt26737616/?ref_=ls_t_63,63. Pluto,2023,TV-14,TV Mini Series,,,8.1,(20K),"When the world's seven most advanced robots and their human allies are murdered one by one, inspector Gesicht soon discovers that he's also in danger.",Creators,https://www.imdb.com/name/nm0856804/?ref_=ls_li_1_1,Osamu Tezuka,Stars,https://www.imdb.com/name/nm1780055/?ref_=ls_li_1_2,Naoki Urasawa,https://www.imdb.com/name/nm5082940/?ref_=ls_li_2_1,Shinshû Fuji,https://www.imdb.com/name/nm2932868/?ref_=ls_li_2_2,Yôko Hikasa,Anime of the year.,https://www.imdb.com/name/nm5880792/?ref_=ls_li_2_3,Rachel Slotky,,
https://www.imdb.com/title/tt21030032/?ref_=ls_i_64,https://www.imdb.com/title/tt21030032/?ref_=ls_t_64,64. Oshi No Ko,2023–,TV-14,TV Series,,,8.3,(16K),A doctor and his recently-deceased patient are reborn as twins to a famous Japanese musical idol and navigate the highs and lows of the Japanese entertainment industry as they grow up together through their lives.,Creators,https://www.imdb.com/name/nm10493028/?ref_=ls_li_1_1,Aka Akasaka,Stars,https://www.imdb.com/name/nm8809901/?ref_=ls_li_1_2,Mengo Yokoyari,https://www.imdb.com/name/nm13157532/?ref_=ls_li_2_1,Jack Stansbury,https://www.imdb.com/name/nm9779526/?ref_=ls_li_2_2,Takeo Otsuka,"Alright it might be the best new anime this year to come out. I’m not a big Isaki fan but this one did it for me. Hooked from episode one and from on it is a full blown rollercoaster of an emotion. Something like this is a treasure to watch. Not the m word yet but it is a treasure with some real pieces of gold. You just really have to go with it to fully enjoy it. And if you don’t then go ahead it’s no big deal but 7 episodes in and this frank look at the entertainment industry was something that is not wasted on me.

10/10",https://www.imdb.com/name/nm4751364/?ref_=ls_li_2_3,Megumi Han,,
https://www.imdb.com/title/tt2560140/?ref_=ls_i_65,https://www.imdb.com/title/tt2560140/?ref_=ls_t_65,65. Attack on Titan,2013–2023,TV-MA,TV Series,,,9.1,(711K),"In a world where humanity shelters behind towering walls from man-eating Titans, a determined teen joins the elite Survey Corps to fight the giants and uncover the secrets of their origin.",Creators,https://www.imdb.com/name/nm1639992/?ref_=ls_li_1_1,Yasuko Kobayashi,Stars,https://www.imdb.com/name/nm5003154/?ref_=ls_li_1_2,Hiroshi Seko,https://www.imdb.com/name/nm2171329/?ref_=ls_li_2_1,Jessie James Grelle,https://www.imdb.com/name/nm0745310/?ref_=ls_li_2_2,Bryce Papenbrook,"The final chapter: I’m still on team Eren no matter what. Screw literally everyone else even Mikasa and Armin. I hate to say it but maybe even Levi. No I’m still team Levi as long as he fulfills that promise he made. But Eren is right. I know I might be watching this show for the wrong reason but I’m fully on his side to completely disrupt this world for what it truly is. He had a plan and is willing to follow it through. I don’t know how the second part ends so I can’t wait to see how this all ends.

Part 1: 10/10

The finale just hit and well it kinda went exactly how I assumed it would turn out to be. Not that is a bad thing but before this final episode it went into a direction that was surprising to witness. A wild ride has been used to death and for me the highs have reached the highest of highs any type of medium can ever reach. So for this final to achieve any type of conclusion that will be satisfying across the board is almost close to impossible. So it is very difficult to not have a side that you as a viewer desperately want and don’t get. I usually put my feelings of what I want and instead to go inside the story that is being told. Just go with it is a term I go with a lot of entertainment and wether it is earned or not it is my approach to all entertainment. But feeling hollow and being right wasn’t what I expected. It is very complex because art can and should represent our real life because feeling emotional during scenes of beaten people enjoy little joy comes and goes. And what it really comes down to is human life and humanity was a mistake. I know dark right. But could there be any path that makes that word freedom or peace have any other weight other than just a small fraction of how life plays out. So that is what I took away from what this ending is presenting us. But I still love these characters and I felt some what satisfied but yeah it doesn’t go into the direction I was hoping it will.",https://www.imdb.com/name/nm2986974/?ref_=ls_li_2_3,Trina Nishimura,,
https://www.imdb.com/title/tt22817632/?ref_=ls_i_66,https://www.imdb.com/title/tt22817632/?ref_=ls_t_66,66. Heavenly Delusion,2023,TV-MA,TV Series,,,7.9,(11K),"A boy grows up behind the safe walls of an apocalyptic Japan full of monsters. Tokyo flourishes as a paradise, while outside the walls of hell dangers lurk. However, a small group searches for heaven.",Creator,https://www.imdb.com/name/nm9924072/?ref_=ls_li_1_1,Masakazu Ishiguro,Stars,https://www.imdb.com/name/nm10631700/?ref_=ls_li_2_1,Gen Satô,https://www.imdb.com/name/nm5693865/?ref_=ls_li_2_2,Sayaka Senbongi,https://www.imdb.com/name/nm10698863/?ref_=ls_li_2_3,Anjali Kunapaneni,"This is pretty fire. But beyond that it is so nice and change of pace rather the big loud explosive other anime’s I have been watching. A good binge but I did break it up in parts because it did service a nice steady pace for the viewer to intake all of the crazy stuff that has been happening. It is an anime that amazes me at every turn and now I’m hooked as hell. Damn guess I have to read the manga because I have to know more and what is to come.

9/10",,,,
https://www.imdb.com/title/tt13309742/?ref_=ls_i_67,https://www.imdb.com/title/tt13309742/?ref_=ls_t_67,67. Blue Eye Samurai,2023–,TV-MA,TV Series,,,8.7,(103K),"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",Creators,https://www.imdb.com/name/nm0338169/?ref_=ls_li_1_1,Michael Green,Stars,https://www.imdb.com/name/nm11994554/?ref_=ls_li_1_2,Amber Noizumi,https://www.imdb.com/name/nm4224109/?ref_=ls_li_2_1,Maya Erskine,https://www.imdb.com/name/nm0001786/?ref_=ls_li_2_2,George Takei,,https://www.imdb.com/name/nm1199811/?ref_=ls_li_2_3,Masi Oka,,
https://www.imdb.com/title/tt26743760/?ref_=ls_i_68,https://www.imdb.com/title/tt26743760/?ref_=ls_t_68,68. The Apothecary Diaries,2023–,TV-14,TV Series,,,8.6,(24K),"A young maiden is kidnapped and sold into servitude at the emperor's palace, where she secretly employs her pharmacist skills with the help of the head eunuch to unravel medical mysteries in the inner court.",Creator,https://www.imdb.com/name/nm14568153/?ref_=ls_li_1_1,Natsu Hyûga,Stars,https://www.imdb.com/name/nm2976492/?ref_=ls_li_2_1,Aoi Yûki,https://www.imdb.com/name/nm10639946/?ref_=ls_li_2_2,Emi Lo,https://www.imdb.com/name/nm9779526/?ref_=ls_li_2_3,Takeo Otsuka,,,,,
https://www.imdb.com/title/tt25811262/?ref_=ls_i_69,https://www.imdb.com/title/tt25811262/?ref_=ls_t_69,69. Zom 100: Bucket List of the Dead,2023,TV-MA,TV Mini Series,,,7.3,(13K),"A worker in a foreign finance company is bullied and worked around the clock, before a zombie outbreak finally makes him feel alive.",Creator,https://www.imdb.com/name/nm10907962/?ref_=ls_li_1_1,Haro Aso,Stars,https://www.imdb.com/name/nm11503851/?ref_=ls_li_2_1,Shûichirô Umeda,https://www.imdb.com/name/nm0954900/?ref_=ls_li_2_2,Zeno Robinson,https://www.imdb.com/name/nm0590235/?ref_=ls_li_2_3,Bill Millsap,It may have lost some charm later on but it still was a breath of fresh air. And the zombie genre this year really came back swinging and as a big fan as the genre I’m glad to see the love it is getting.,,,,
https://www.imdb.com/title/tt28612257/?ref_=ls_i_70,https://www.imdb.com/title/tt28612257/?ref_=ls_t_70,70. My Daemon,2023,TV-MA,TV Mini Series,,,7.9,(2K),"To save his mother, a kind-hearted boy and his tiny daemon friend set out on a journey across post-apocalyptic Japan as dark forces close in.",Creator,https://www.imdb.com/name/nm2398435/?ref_=ls_li_1_1,Otsuichi,Stars,https://www.imdb.com/name/nm10098056/?ref_=ls_li_2_1,Miyuri Shimabukuro,https://www.imdb.com/name/nm2536453/?ref_=ls_li_2_2,Kokoro Kikuchi,https://www.imdb.com/name/nm2583829/?ref_=ls_li_2_3,Cristina Valenzuela,,,,,
https://www.imdb.com/title/tt14403178/?ref_=ls_i_71,https://www.imdb.com/title/tt14403178/?ref_=ls_t_71,71. Beef,2023–,TV-MA,TV Series,,,8.0,(168K),"A minor conflict spirals into a consuming feud between two individuals, exposing pride, resentment, and hidden pain.",Creator,https://www.imdb.com/name/nm2768206/?ref_=ls_li_1_1,Lee Sung Jin,Stars,https://www.imdb.com/name/nm3081796/?ref_=ls_li_2_1,Steven Yeun,https://www.imdb.com/name/nm4399227/?ref_=ls_li_2_2,Ali Wong,https://www.imdb.com/name/nm4334711/?ref_=ls_li_2_3,Joseph Lee,Yeah this is probably the best thing I have seen all year. So far. Damn when it comes to live action this and The Last of Us are two of the best this year. I love The Bear but those are my top two that seem to be unchanged.,,,,
https://www.imdb.com/title/tt13911284/?ref_=ls_i_72,https://www.imdb.com/title/tt13911284/?ref_=ls_t_72,72. Hell's Paradise,2023–,TV-MA,TV Series,,,8.1,(30K),A squad of prisoners and their guards are sent to investigate a mysterious island. They get stranded there and must rely on each other to survive the island's mysterious and monstrous residents.,Creator,https://www.imdb.com/name/nm13227477/?ref_=ls_li_1_1,Yuji Kaku,Stars,https://www.imdb.com/name/nm10115277/?ref_=ls_li_2_1,Chiaki Kobayashi,https://www.imdb.com/name/nm6929994/?ref_=ls_li_2_2,Yumiri Hanamori,https://www.imdb.com/name/nm5260806/?ref_=ls_li_2_3,Alejandro Saab,,,,,
https://www.imdb.com/title/tt27206542/?ref_=ls_i_73,https://www.imdb.com/title/tt27206542/?ref_=ls_t_73,73. Undead Murder Farce,2023,TV-14,TV Series,,,7.6,(1.5K),"In a world inhabited by vampires, golems, werewolves and other creatures, Aya Rindo, along with Tsugaru Shunichi and Shizuku Hasei, travels as supernatural detective, solving mysteries while she looks for her lost body.",Stars,https://www.imdb.com/name/nm3961240/?ref_=ls_li_1_1,Tomoyo Kurosawa,,https://www.imdb.com/name/nm7274489/?ref_=ls_li_1_2,Taku Yashiro,https://www.imdb.com/name/nm7856521/?ref_=ls_li_1_3,Makoto Koichi,,,,,,,
https://www.imdb.com/title/tt3581920/?ref_=ls_i_74,https://www.imdb.com/title/tt3581920/?ref_=ls_t_74,74. The Last of Us,2023–,TV-MA,TV Series,,,8.5,(735K),"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",Creators,https://www.imdb.com/name/nm3773654/?ref_=ls_li_1_1,Neil Druckmann,Stars,https://www.imdb.com/name/nm0563301/?ref_=ls_li_1_2,Craig Mazin,https://www.imdb.com/name/nm8165602/?ref_=ls_li_2_1,Bella Ramsey,https://www.imdb.com/name/nm0050959/?ref_=ls_li_2_2,Pedro Pascal,"I have played the game inside and out which even though I know 95% of what this story is so why would I enjoy it? Because it does have some tricks up it’s sleeve that do keep my interest enough to want new things to be added. This is how it is done but I can’t wait to see what else is in store.

Ep1: This surpassed my expectations to become one of the best pilots ever made. But even tho I knew a lot that was here o was still shocked and surprised multiple times. Plus I just want more of this world outside of Joel and Ellie. I love them two and can’t wait to see them further. But I’m actually excited to see more in this world aside from them. So bring it. 10/10",https://www.imdb.com/name/nm1890981/?ref_=ls_li_2_3,Gabriel Luna,,
https://www.imdb.com/title/tt14269590/?ref_=ls_i_75,https://www.imdb.com/title/tt14269590/?ref_=ls_t_75,75. Poker Face,2023–2025,TV-MA,TV Series,,,7.7,(68K),Charlie has an extraordinary ability to determine when someone is lying. She hits the road with her Plymouth Barracuda and at every stop encounters a new cast of characters and strange crimes that she can't help but investigate and solve.,Creator,https://www.imdb.com/name/nm0426059/?ref_=ls_li_1_1,Rian Johnson,Stars,https://www.imdb.com/name/nm0005169/?ref_=ls_li_2_1,Natasha Lyonne,https://www.imdb.com/name/nm0374865/?ref_=ls_li_2_2,Simon Helberg,https://www.imdb.com/name/nm0000973/?ref_=ls_li_2_3,Benjamin Bratt,"Peacock coming into 2023 swinging with this funny, weird, intelligent type of entertainment. Johnson and Lyonne have never been better here with some of the best writing and acting to come from either one. These first 4 episodes are a fast breezy fun story that doesn’t stop the party. I’m can’t wait to see the remaining episodes. The cameos are absolutely winning over a lot of people but it is no contest that Natasha Lyonne is the star and she has never been better.

9/10",,,,
https://www.imdb.com/title/tt13159924/?ref_=ls_i_76,https://www.imdb.com/title/tt13159924/?ref_=ls_t_76,76. Gen V,2023–2025,TV-MA,TV Series,,,7.6,(149K),"From the world of ""The Boys"" comes ""Gen V,"" which explores the first generation of superheroes to know that their super powers are from Compound V. These heroes put their physical and moral boundaries to the test competing for the school's top ranking.",Creators,https://www.imdb.com/name/nm1698571/?ref_=ls_li_1_1,Evan Goldberg,Stars,https://www.imdb.com/name/nm0471392/?ref_=ls_li_1_2,Eric Kripke,https://www.imdb.com/name/nm0742194/?ref_=ls_li_1_3,Craig Rosenberg,https://www.imdb.com/name/nm3596959/?ref_=ls_li_2_1,Jaz Sinclair,It makes some decisions that I wish would have been explored more. And I think if this was maybe a full ten episodes then we can get more character development. Or even progression to some of these characters that would make me more excited for The Boys season 4. I’m already excited for that season but if these characters are going to stick around it would have been nice to see more of why I would care about these people. Even the so called villains are serviceable to a point of getting to next plot point or even episode. These characters just don’t pop enough for my liking.,https://www.imdb.com/name/nm3835303/?ref_=ls_li_2_2,Lizze Broadway,https://www.imdb.com/name/nm5828485/?ref_=ls_li_2_3,Maddie Phillips
https://www.imdb.com/title/tt6741278/?ref_=ls_i_77,https://www.imdb.com/title/tt6741278/?ref_=ls_t_77,77. Invincible,2021–,TV-MA,TV Series,,,8.7,(331K),"When 17-year-old Mark Grayson inherits superpowers, he becomes the superhero Invincible.",Stars,https://www.imdb.com/name/nm3081796/?ref_=ls_li_1_1,Steven Yeun,,https://www.imdb.com/name/nm0799777/?ref_=ls_li_1_2,J.K. Simmons,https://www.imdb.com/name/nm0644897/?ref_=ls_li_1_3,Sandra Oh,,,,,,,
https://www.imdb.com/title/tt9335498/?ref_=ls_i_78,https://www.imdb.com/title/tt9335498/?ref_=ls_t_78,78. Demon Slayer: Kimetsu no Yaiba,2019–2024,TV-MA,TV Series,,,8.6,(225K),"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",Creator,https://www.imdb.com/name/nm10281577/?ref_=ls_li_1_1,Koyoharu Gotouge,Stars,https://www.imdb.com/name/nm5137121/?ref_=ls_li_2_1,Natsuki Hanae,https://www.imdb.com/name/nm6450743/?ref_=ls_li_2_2,Zach Aguilar,https://www.imdb.com/name/nm7583837/?ref_=ls_li_2_3,Abby Trott,"Season 3 come on baby don’t disappoint.

9 episodes in and I have to say if they can regroup and gather what made this show so special then this might be my favorite show ever. Season 3 is starting to become a slower burn than usual however I appreciate it being a balls to the wall action extravaganza while also sprinkling some emotional and character building for some much needed hasiras. I’m excited but also wondering where all of this concludes to. Because My Hero Academia is my favorite show of the year is because I see where that second part started and ended which the same can be said for Demon Slayer when this is all said and done. However, I felt if they had stronger enemies (from a writing perspective) would make these demons feel more integral to the story this season would have been better. If anything we got rid of two lower rank demons out of the way that kinda don’t have a personality to bring in the upper rank three that can do some real damage. But season 3 is not a terrible season just a bummer. It does offer some real exciting things to come and even a new addition to character development is a very much needed for again what is to come.",,,,
